City,Agartala,Ahmedabad,Aizawl,Bengaluru,Bhopal,Bhubaneswar,Chandigarh,Chennai,Dehradun,Delhi,Gangtok,Gurugram,Guwahati,Hyderabad,Imphal,Itanagar,Jaipur,Kohima,Kolkata,Lucknow,Mumbai,Panaji,Patna,Raipur,Ranchi,Shillong,Shimla,Thiruvananthapuram,Visakhapatnam
Gangtok,-0.2776141178656547,-0.6269881693111142,0.5877877024938714,-0.039976226326803956,-0.1325270125743156,-0.3662052910966241,-0.558553209183647,-0.30440400676382146,0.5237157925456379,-0.5663163718667413,1.0,-0.5362670178805976,0.4929906492654613,-0.3904774843942792,0.5181208719081899,0.7036829801440965,-0.5321044003205322,0.8753764417143101,-0.49272220817245493,-0.6274552222913959,-0.27558471834889364,0.1509409587854377,-0.5840084002479704,-0.5601722211030261,-0.10854216055435736,0.771125038149111,0.7546659914649284,0.43559834351271365,-0.583736763117017
Gurugram,0.10243496305926056,0.03833812823897961,-0.6217503605927348,-0.3851185619516282,-0.4650127756336857,-0.04841282839269364,0.5972645663020697,-0.5041329046461219,-0.24242747699404588,0.9546148144380748,-0.5362670178805976,0.9999999999999999,-0.5516601827511309,-0.29106543947457386,-0.5585625006367038,-0.7896723989863107,0.3050993344802801,-0.5856583867012123,0.7002203323641176,0.7063571733533801,0.3037312279011421,-0.5943656748975112,0.6529090741554359,0.6349588970840562,-0.10555209776912915,-0.6641826323778174,-0.3609003121505874,-0.7912465019031028,0.45746613626287347
Guwahati,0.4658141658468988,-0.34977235037720583,0.624478950746881,-0.2542240224763774,-0.13997500799831042,0.3437458164427176,-0.7204774712271194,0.15073316893188698,0.19856563322742016,-0.6311778336765677,0.4929906492654613,-0.5516601827511309,1.0000000000000002,-0.41794505777619106,0.4254729294093847,0.8570868093886669,-0.6197081923790423,0.6338395726896585,-0.0812570308733453,-0.45813255655416846,-0.33618030056868076,0.538650481237152,-0.38313271972756857,-0.46606116488640814,-0.4080391638508331,0.27991594739080733,-0.029578589419357728,0.662709945746344,-0.25157625739280665
Hyderabad,-0.3256442740707748,0.6759118463113732,-0.17711454793410772,0.6068847816456311,0.8215956926241685,-0.01273059474865101,0.3545603483762909,0.5479337525743535,-0.08854653840410488,-0.2020051066909032,-0.3904774843942792,-0.29106543947457386,-0.41794505777619106,1.0,0.023200353771285414,-0.19105705746449841,0.6471768500035352,-0.4292642774524188,-0.4603933230786371,0.05081657159229529,-0.023992633709408736,0.08657554859757308,-0.014054578556810794,-0.18968762803553757,0.4666529392403881,0.04366534724976552,-0.03219244709482794,0.07831719977881692,-0.1585606504769189
Imphal,0.01115083751748079,0.0024575615792568496,0.9399093104407684,0.46900585546595724,0.040775282098253825,-0.547566615362544,-0.4715829848830264,-0.13254133810264895,0.4060061479586108,-0.6127854744545381,0.5181208719081899,-0.5585625006367038,0.4254729294093847,0.023200353771285414,0.9999999999999999,0.693089775529368,-0.22258694504939547,0.6220764299952122,-0.6960700784283537,-0.7558923854606941,-0.8956420401495141,0.2337617139367712,-0.8182406259305847,-0.4961689125128227,-0.4939434238000871,0.7255214251069404,0.5755748465963595,0.28771646467510104,-0.3525010794753781
Itanagar,0.10501322783580233,-0.19459760527135014,0.8312210426459353,0.016710413658999855,0.11227889445362466,-0.048621885611694116,-0.7399451566939722,0.09700229575574103,0.3800547622261963,-0.8343439576722095,0.7036829801440965,-0.7896723989863107,0.8570868093886669,-0.19105705746449841,0.693089775529368,1.0,-0.459543516407148,0.8008018068860552,-0.5289099147671785,-0.7155769554780058,-0.5283893011426856,0.5253149936426268,-0.7132134981934858,-0.5676291673058333,-0.3227586463066176,0.5743996469108329,0.342738289017904,0.6593805823677006,-0.47619490026334343
Jaipur,-0.3328357201459377,0.7147704392949918,-0.3886008376304312,0.06621038669771724,0.6340993377588782,-0.15030709445253515,0.7504359870966977,-0.06792653101876658,0.11125689646857495,0.3413310987183088,-0.5321044003205322,0.3050993344802801,-0.6197081923790423,0.6471768500035352,-0.22258694504939547,-0.459543516407148,0.9999999999999998,-0.678155295273448,-0.13579524555816647,0.5763512226974297,-0.03955411264508607,-0.45096523897458046,0.3837343509478025,0.15776650691319577,0.4077019016328435,-0.31879419126347086,-0.04728043355096142,-0.5750322456127356,-0.2120391284820296
Kohima,0.006010985936472213,-0.4407178364174473,0.7496179522903705,0.14484710425162556,-0.20308744104689425,-0.34003283228846365,-0.8146848883654809,-0.13607552462744668,0.16379750944673171,-0.6675848257216692,0.8753764417143101,-0.5856583867012123,0.6338395726896585,-0.4292642774524188,0.6220764299952122,0.8008018068860552,-0.678155295273448,1.0000000000000002,-0.46799807814667277,-0.8316673589026722,-0.40049679148436423,0.5245434545429002,-0.7901683318633311,-0.4860510786050462,-0.4220460808187579,0.6677693764012013,0.5138778927123051,0.5693721828898357,-0.36598793375436117
Kolkata,0.45030067324440126,-0.17464047474979572,-0.6190600526311373,-0.6169854697908876,-0.5877163393611855,0.5034997556173879,0.31074337467799873,-0.15084188671842086,-0.35904203652804745,0.7373795826529941,-0.49272220817245493,0.7002203323641176,-0.0812570308733453,-0.4603933230786371,-0.6960700784283537,-0.5289099147671785,-0.13579524555816647,-0.46799807814667277,1.0,0.6417201844542557,0.5392967743994196,-0.2586757860681545,0.7294548327137904,0.5976542981441079,-0.14114575960347653,-0.7871428691876163,-0.7062945280451655,-0.3778124857064229,0.6380404117379941
Lucknow,0.016084774773142498,0.1406071775660743,-0.7907143791297063,-0.5523471680860803,0.05998436830606706,0.4032900021554026,0.7699012329552899,-0.18443259229275655,-0.02871276005131919,0.7431929183428868,-0.6274552222913959,0.7063571733533801,-0.45813255655416846,0.05081657159229529,-0.7558923854606941,-0.7155769554780058,0.5763512226974297,-0.8316673589026722,0.6417201844542557,0.9999999999999999,0.4648082209864926,-0.6218989301950518,0.9642515350474423,0.416799894568243,0.4265019796120347,-0.6815947682975005,-0.4247141279887298,-0.6308403843470326,0.12427716292564517
Mumbai,-0.11489544827414051,-0.18785934422867817,-0.8433970492417932,-0.34912946212876583,-0.08859093815460618,0.5055536214606036,0.22043151540806954,0.26943422375914233,-0.3659585059128925,0.39164979136867606,-0.27558471834889364,0.3037312279011421,-0.33618030056868076,-0.023992633709408736,-0.8956420401495141,-0.5283893011426856,-0.03955411264508607,-0.40049679148436423,0.5392967743994196,0.4648082209864926,1.0000000000000002,-0.10334643220918253,0.5848502484320205,0.41870055965653774,0.5466096708933189,-0.4955768670286965,-0.4280927961137219,-0.009950058369414067,0.34465582297948183
Panaji,0.3575219730674781,0.12178278576477729,0.38207014531877903,0.4170756768315953,0.16915111213039852,0.24384783100494936,-0.749771070409077,0.6407363950807586,-0.5410049701091157,-0.6774908730257201,0.1509409587854377,-0.5943656748975112,0.538650481237152,0.08657554859757308,0.2337617139367712,0.5253149936426268,-0.45096523897458046,0.5245434545429002,-0.2586757860681545,-0.6218989301950518,-0.10334643220918253,1.0000000000000002,-0.5462916225689055,-0.3531555432572978,-0.27937045789342685,0.16323552019841678,-0.2524846707570443,0.7916581357264142,0.013215360592859703
Patna,0.07574265549104627,-0.03492507879136335,-0.8291422964112967,-0.5607049749112589,-0.035046739574910245,0.546301288567696,0.6875288562254316,-0.08044752645596509,-0.08722757355768249,0.7019929242464121,-0.5840084002479704,0.6529090741554359,-0.38313271972756857,-0.014054578556810794,-0.8182406259305847,-0.7132134981934858,0.3837343509478025,-0.7901683318633311,0.7294548327137904,0.9642515350474423,0.5848502484320205,-0.5462916225689055,1.0000000000000002,0.3672642823317125,0.45960873523698087,-0.6467141578146606,-0.46767139633397325,-0.4892731143408014,0.19595942444049025
Raipur,-0.002971913751026811,0.2703428003700271,-0.4924534619534504,-0.3190565020715671,-0.35255698862184276,-0.00935708039694167,0.37424544597682813,-0.2334652270882739,-0.3528819270658572,0.7275276485105457,-0.5601722211030261,0.6349588970840562,-0.46606116488640814,-0.18968762803553757,-0.4961689125128227,-0.5676291673058333,0.15776650691319577,-0.4860510786050462,0.5976542981441079,0.416799894568243,0.41870055965653774,-0.3531555432572978,0.3672642823317125,0.9999999999999998,-0.07883133634911654,-0.7421414946985265,-0.4902614016984606,-0.6368320988379204,0.7443477630616857
Ranchi,-0.5577346492548261,-0.03055165393895979,-0.5287470732351258,-0.06779506574635216,0.5979851833710408,0.3190810283065878,0.3768658486368797,0.29804108045737127,0.16185137066231803,-0.018638899308517948,-0.10854216055435736,-0.10555209776912915,-0.4080391638508331,0.4666529392403881,-0.4939434238000871,-0.3227586463066176,0.4077019016328435,-0.4220460808187579,-0.14114575960347653,0.4265019796120347,0.5466096708933189,-0.27937045789342685,0.45960873523698087,-0.07883133634911654,0.9999999999999999,0.058064918023381915,0.14570402530998477,0.02057748791374791,-0.328585675538367
Shillong,-0.320415853779595,-0.41667749114261904,0.6876347629679421,0.4480468640585031,0.15878858460919063,-0.4097012610776839,-0.47879035971670686,-0.022055114266896016,0.48613117517299187,-0.7099904377366343,0.771125038149111,-0.6641826323778174,0.27991594739080733,0.04366534724976552,0.7255214251069404,0.5743996469108329,-0.31879419126347086,0.6677693764012013,-0.7871428691876163,-0.6815947682975005,-0.4955768670286965,0.16323552019841678,-0.6467141578146606,-0.7421414946985265,0.058064918023381915,1.0,0.8560794597917528,0.49030128578652865,-0.6239062954967749
Shimla,-0.5567981957625189,-0.363009555650161,0.49667626508957025,0.2337178140817427,0.11138174880893051,-0.6655073494138063,-0.12541977145371927,-0.42218411876685696,0.6766325823783708,-0.3726340206746749,0.7546659914649284,-0.3609003121505874,-0.029578589419357728,-0.03219244709482794,0.5755748465963595,0.342738289017904,-0.04728043355096142,0.5138778927123051,-0.7062945280451655,-0.4247141279887298,-0.4280927961137219,-0.2524846707570443,-0.46767139633397325,-0.4902614016984606,0.14570402530998477,0.8560794597917528,1.0,0.03629622266583207,-0.6581085062627898
Thiruvananthapuram,0.18591055180575983,-0.2777685072108649,0.40349473744614184,0.28944751148615194,0.19058401377268822,0.36332284479743904,-0.7903647351295572,0.6728447751780864,-0.11522083005161404,-0.8409305670905701,0.43559834351271365,-0.7912465019031028,0.662709945746344,0.07831719977881692,0.28771646467510104,0.6593805823677006,-0.5750322456127356,0.5693721828898357,-0.3778124857064229,-0.6308403843470326,-0.009950058369414067,0.7916581357264142,-0.4892731143408014,-0.6368320988379204,0.02057748791374791,0.49030128578652865,0.03629622266583207,1.0000000000000002,-0.2609987041307477
Visakhapatnam,0.3056744981325363,0.13875126611887767,-0.3403441189023119,-0.004863543294140254,-0.5314344143121745,0.17168605218826496,0.1436182055875424,0.1318300757039573,-0.5943640661988236,0.5365391486498314,-0.583736763117017,0.45746613626287347,-0.25157625739280665,-0.1585606504769189,-0.3525010794753781,-0.47619490026334343,-0.2120391284820296,-0.36598793375436117,0.6380404117379941,0.12427716292564517,0.34465582297948183,0.013215360592859703,0.19595942444049025,0.7443477630616857,-0.328585675538367,-0.6239062954967749,-0.6581085062627898,-0.2609987041307477,1.0000000000000002
