City,State,US_AQI,PCA1,PCA2,TSNE1,TSNE2,UMAP1,UMAP2
Shillong,Meghalaya,75.0,-5.025833913229673,-2.5391059049390017,-85.48788,27.464336,-4.235408794905948,-2.1313182713373284
Aizawl,Mizoram,103.0,-2.280386288495657,-1.198503579677416,-27.686146,71.854416,-1.9025416331627665,-0.8990099476966809
Kolkata,West Bengal,98.0,-1.657324882887001,3.0367626088988353,-14.9403925,4.0621295,-1.2994714057021453,2.546912450413845
Bengaluru,Karnataka,36.0,-5.318505137249069,-5.24379353354949,-17.48845,-64.13641,-4.43953511702115,-4.4380660940291214
Bhubaneswar,Odisha,87.0,-1.480156637936347,-0.8486422766355548,4.3230906,-60.15134,-1.2331783514390076,-0.8059594767223881
Jaipur,Rajasthan,70.0,-3.874748233991124,-1.9133039470698336,-19.324282,-14.591981,-3.302055287161865,-1.6669495345261869
Jaipur,Rajasthan,103.0,0.7930944803012484,1.6411984364475727,40.35481,36.84087,0.7155332490007266,1.448572696000577
Itanagar,Arunachal Pradesh,52.0,-5.344160482386567,-1.2297964419098022,-25.52102,64.1776,-4.6462607275793975,-1.0464287188235455
Aizawl,Mizoram,97.0,-2.7790000278195923,0.9309124864554942,-19.88997,79.8031,-2.306056948406941,0.7819416653714978
Gangtok,Sikkim,105.0,-5.3641782463403835,5.126363550728971,-4.7371845,59.059822,-4.523098327139208,4.37496729150098
Gangtok,Sikkim,77.0,-3.45757965169727,0.2535846434213447,-22.50991,67.66472,-2.921859692345048,0.20198119800472808
Itanagar,Arunachal Pradesh,106.0,-2.7365371912216596,1.7108859290864649,-29.263988,70.961395,-2.386885652745196,1.3981765323522437
Gangtok,Sikkim,25.0,-8.771329729637664,-3.5730009086144867,-77.0134,0.5418569,-7.420162644469248,-3.0360778595463693
Itanagar,Arunachal Pradesh,53.0,-6.536159498888476,2.0050773843924605,-18.129997,94.61421,-5.562661186285566,1.6831212746174737
Bhopal,Madhya Pradesh,56.0,-5.9112231478719535,0.844668532985627,25.808678,35.058414,-5.039799117965198,0.77031384276219
Kohima,Nagaland,22.0,-9.574847197848852,-3.056613553890292,-68.66325,-1.525899,-8.155382322264925,-2.6651747564718264
Lucknow,Uttar Pradesh,150.0,3.108750669711539,3.9314846403797064,12.702492,-0.30108956,2.6796206580318165,3.3315181111295145
Thiruvananthapuram,Kerala,51.0,-7.787836524299172,-2.661915925785512,-27.711477,-88.96869,-6.618091252377657,-2.1822496215977094
Shillong,Meghalaya,54.0,-6.38379834937237,-0.9906078779963022,-75.92036,10.042762,-5.4272566248340395,-0.8275575126409206
Dehradun,Uttarakhand,90.0,-1.4259244822727208,-3.241064697167038,4.025158,-24.465734,-1.270981984496729,-2.7658884652095304
Hyderabad,Telangana,24.0,-8.533485444896014,-4.181998167171105,-51.187138,-39.204216,-7.222986325901181,-3.6324671287875008
Delhi,Delhi,155.0,20.44016846446704,-11.507325555004442,71.23766,-68.44868,17.38418544945277,-9.776187168121535
Gurugram,Haryana,138.0,7.273956911683779,1.5486608535503963,60.45928,-0.30957818,6.184927747710584,1.368219670450749
Ranchi,Jharkhand,58.0,-5.721791505078025,0.5469431703360729,-32.51108,2.1721523,-4.846800853573895,0.5388052897034841
Thiruvananthapuram,Kerala,63.0,-6.3342072687176945,-0.20345445904838494,5.79263,14.933951,-5.433755654189742,-0.1661400618302098
Ahmedabad,Gujarat,75.0,-3.4670122226957454,1.944100597118863,33.687317,60.2799,-2.942737049971886,1.5990227828632795
Patna,Bihar,55.0,-6.482248666466893,0.13065367647288378,-40.229633,-16.25846,-5.462096616392291,0.2272892902945921
Panaji,Goa,88.0,-5.180872610900139,3.7277240366619613,8.961531,35.16983,-4.40459202298931,3.193816485576355
Chandigarh,Punjab,81.0,-0.4542585190148759,-1.111971672053488,7.869127,49.652298,-0.38189381737187816,-0.9808551547408236
Kohima,Nagaland,53.0,-6.3542983199206216,1.146244278279826,-62.65193,27.928492,-5.492191585822629,0.9390189623830838
Raipur,Chhattisgarh,170.0,12.159940703996176,-0.23300017637803783,47.099895,-49.526966,10.266351679349162,-0.11284504601837626
Panaji,Goa,54.0,-7.441386592199101,-2.758920224373051,-27.151424,-80.47859,-6.330934088065398,-2.3623781571694518
Bhopal,Madhya Pradesh,48.0,-7.487288420868998,-2.9852612826913987,-51.24705,-24.891394,-6.319737466499258,-2.5935596454304832
Kohima,Nagaland,42.0,-6.722697773382442,-3.466989002265843,-72.82774,-15.600958,-5.752636309275303,-2.943537038463535
Raipur,Chhattisgarh,100.0,-1.062089391432291,-2.687284195152006,-11.196403,-32.467094,-0.8513375331462734,-2.2591073136207656
Chandigarh,Punjab,159.0,15.09786265552663,-0.9349166011173345,74.725655,4.8171616,12.84559951432343,-0.7907732241879335
Patna,Bihar,159.0,6.031925274022412,1.5030411271096937,74.2163,33.13875,5.147148275695389,1.2876676032997023
Thiruvananthapuram,Kerala,28.0,-8.690714320022815,-2.980315002376097,-6.973662,-74.00504,-7.43860578575824,-2.5309637909380247
Itanagar,Arunachal Pradesh,120.0,-2.576534784229509,3.496897368788917,-7.291986,69.50613,-2.2437389995409704,2.9764168906156203
Ranchi,Jharkhand,97.0,0.8347455918178599,-2.658953901641714,-4.9914865,-21.233116,0.6855013559707688,-2.133141735256314
Itanagar,Arunachal Pradesh,53.0,-7.815386859865949,-2.2442889360654603,-67.03344,-17.09792,-6.645073550073643,-1.9778575739687208
Ahmedabad,Gujarat,118.0,-2.1222984224112706,7.178296247434031,13.095924,68.33996,-1.8106626695834263,6.127519747600821
Aizawl,Mizoram,110.0,-2.6474502716486525,5.685724001772596,6.1541543,89.66311,-2.1666645335937287,4.80339278150977
Patna,Bihar,137.0,4.916124016106461,1.6695648695667038,48.856228,44.09084,4.0995840149893095,1.4599719897032473
Hyderabad,Telangana,44.0,-7.122633808480569,-2.872749937118877,-45.834366,-37.558495,-6.123268672503466,-2.4636452186264197
Thiruvananthapuram,Kerala,63.0,-4.263411843781681,1.2902333690491428,5.7593336,20.21438,-3.6367810914899783,1.093216691026766
Kohima,Nagaland,34.0,-8.584334754157581,-3.0161898779447127,-59.6097,-3.8696158,-7.262226318180227,-2.5979431103673254
Imphal,Manipur,64.0,-5.172350949193985,3.9633254279635635,-39.066093,63.5321,-4.410184769423226,3.3681130961215593
Kolkata,West Bengal,55.0,-5.526310236788548,-2.815875638926134,-32.63777,-37.453056,-4.689883803394326,-2.3886029343518174
Kolkata,West Bengal,98.0,5.524150658986116,-8.558334413363456,19.791376,-30.388206,4.717328348899327,-7.23239227587685
Bengaluru,Karnataka,72.0,-4.809658907996911,-0.06750747475250726,-8.394147,-67.62709,-4.068578366014826,-0.03470207736417025
Kohima,Nagaland,24.0,-8.779426727635036,-2.637244219449132,-64.736534,3.863182,-7.541623876827104,-2.239146201573478
Patna,Bihar,115.0,0.6213831237826397,3.3822457656072884,46.822273,46.932217,0.5521510326153243,2.9113559604947175
Mumbai,Maharashtra,151.0,6.413317925880081,1.6543982042323222,25.848299,-59.88856,5.41670269828638,1.3732865098530416
Lucknow,Uttar Pradesh,98.0,2.6585537550859626,-0.450712584036248,57.048344,20.6439,2.2310656580588883,-0.3562850014362436
Dehradun,Uttarakhand,84.0,-1.475563280945256,-3.2767439891675125,-7.7096033,-25.314854,-1.2025347360572571,-2.805605396156966
Lucknow,Uttar Pradesh,170.0,13.421393860201436,3.6246615779323914,68.45372,20.596882,11.453582896852573,3.087136331700762
Hyderabad,Telangana,30.0,-7.641253575716062,-3.7165768855636814,-46.701008,-43.85207,-6.501279828216775,-3.1696595642200274
Jaipur,Rajasthan,80.0,-1.1192758078276452,-0.11281937856633446,-22.957067,0.737746,-0.9140538684233906,-0.07961758094203078
Mumbai,Maharashtra,76.0,-3.3637125035731104,-0.30883831221352104,17.318874,10.14492,-2.7453643566547616,-0.3051237975313591
Lucknow,Uttar Pradesh,152.0,4.346586984364866,1.0089108584635338,78.655205,26.247017,3.7205040218116348,0.831114179203428
Ranchi,Jharkhand,138.0,0.3258803069360615,0.7499612451996003,20.784586,-47.681763,0.23353391154622008,0.6369237015679117
Delhi,Delhi,174.0,11.278743001776261,-2.791344235736866,54.253906,-45.33349,9.593799175480175,-2.2267339226233314
Chandigarh,Punjab,67.0,-0.06398509255337137,1.287902252307333,-2.995492,50.872498,-0.06359461945452577,1.0382079779869988
Gangtok,Sikkim,76.0,-5.03026591168518,3.450817245236329,-35.34761,87.612305,-4.2620754890576835,2.829462656573561
Gurugram,Haryana,183.0,11.530324879244505,8.703530468644074,69.97888,63.18896,9.796178308227617,7.39880216246222
Thiruvananthapuram,Kerala,112.0,-2.9532993484581094,5.378581311541349,2.2700326,-83.35479,-2.4705744270421324,4.620475227281538
Lucknow,Uttar Pradesh,76.0,-4.317633970016811,0.33307056285126246,-27.694391,-7.1236625,-3.6951673554596747,0.27557927769207646
Bengaluru,Karnataka,55.0,-5.168593843021404,-2.513007751371306,-5.0364785,-65.22306,-4.431610808098727,-2.1924597164059945
Aizawl,Mizoram,26.0,-6.805085296945191,-5.435371481580825,-83.684456,28.24238,-5.7688277634343805,-4.683745036773531
Lucknow,Uttar Pradesh,125.0,1.9540933537263785,0.9121751051107251,35.64535,1.8761168,1.6402480056388287,0.7255901413491543
Gurugram,Haryana,74.0,-1.0161869410801823,-1.616111249097846,-2.6807818,-22.204304,-0.8362747406036419,-1.2836230567698446
Chandigarh,Punjab,121.0,8.905787381403684,-7.4546955095065535,48.761047,-26.462784,7.504839875052965,-6.429142107225449
Mumbai,Maharashtra,80.0,-6.133663730781324,-0.3435455855145119,-70.35835,-51.095512,-5.219858515431628,-0.2912288578894472
Gangtok,Sikkim,116.0,-4.749916759669523,4.135875040729477,-75.67825,-41.73118,-4.026496280381229,3.493177758858338
Shimla,Himachal Pradesh,95.0,-0.7233303667872624,2.034960678493124,39.81418,73.94719,-0.6248627767104445,1.7480920972461853
Aizawl,Mizoram,25.0,-8.209700796684418,-4.263922098186913,-56.513126,15.244132,-6.926224132549512,-3.7220862219747897
Thiruvananthapuram,Kerala,52.0,-8.51869971608489,-0.3496414436231011,-42.41075,-75.61319,-7.2593417306237304,-0.2865047873825828
Chennai,Tamil Nadu,56.0,-5.717377911261774,0.3800033586223086,-29.55456,-34.855812,-4.905670029803045,0.4095613364173273
Thiruvananthapuram,Kerala,72.0,-4.2459523518877,0.6819122776774105,-0.43126637,19.30603,-3.640829993115982,0.5775608016754347
Lucknow,Uttar Pradesh,91.0,1.8952895755910932,-5.635654454815049,11.995951,-28.689579,1.6387972440945437,-4.8198705260328865
Mumbai,Maharashtra,47.0,-7.112970341660402,-3.8269600282757064,-39.76998,-52.18439,-6.138353442801563,-3.274348750380177
Agartala,Tripura,56.0,-5.737115782332912,-5.159340407857681,-68.09243,-26.707756,-4.825076387186623,-4.402284103018286
Ahmedabad,Gujarat,62.0,-3.6533234014519285,1.9109938413168375,35.225582,52.62677,-3.147646606307088,1.670628375594448
Ranchi,Jharkhand,77.0,-4.6696826866985965,-0.5542887196189307,-48.634,-17.499243,-3.9857690284949596,-0.4966534523586019
Chandigarh,Punjab,126.0,5.075797007832131,-2.8843748726648415,52.50489,-19.8174,4.321900261140477,-2.4131811312841758
Dehradun,Uttarakhand,46.0,-3.4969742967747997,-5.674959013842947,7.307458,-29.817053,-2.8533424756719525,-4.782353356383633
Bhubaneswar,Odisha,96.0,-0.8735194110783954,-1.3593874443119676,1.143493,-44.85958,-0.6844995010972188,-1.1807776376145653
Ranchi,Jharkhand,81.0,0.00796009935412412,-5.995071636339493,46.4434,-81.90133,-0.04452732084746831,-5.092694323407613
Aizawl,Mizoram,29.0,-6.8272188791259385,-3.666017677767401,-74.97619,26.72789,-5.797777551494067,-3.1700406631705205
Raipur,Chhattisgarh,164.0,7.21530956063766,4.319756756229067,72.2041,16.400726,6.1242484000468105,3.691759122880663
Kolkata,West Bengal,64.0,-5.1513011728562645,-1.274304574745724,-24.46168,-43.994793,-4.360586327176921,-1.0579444958646518
Agartala,Tripura,39.0,-8.304117382688837,-0.7939599926643661,-56.468624,-6.6132517,-7.043951538778638,-0.700216426728214
Ahmedabad,Gujarat,68.0,-5.503838953484085,-1.9786649237520297,-39.73986,-28.684359,-4.703958141793914,-1.741812755088919
Shimla,Himachal Pradesh,70.0,-4.282665493672994,3.5192113045989935,-46.750214,80.59272,-3.55102691766279,2.992002127140109
Gurugram,Haryana,166.0,13.494021409844713,8.877581631192585,66.8737,-5.4707503,11.458675545578263,7.499504782441074
Chennai,Tamil Nadu,71.0,-4.1765278933343435,-0.566838611795173,-0.22018294,19.139202,-3.4032658142178027,-0.5354792216370419
Aizawl,Mizoram,155.0,1.272669352094155,2.192754015762169,71.00679,42.464443,1.0603265529997281,1.8846327552121467
Itanagar,Arunachal Pradesh,58.0,-6.27708399584151,1.427817297308775,-59.28575,27.738056,-5.30551074817807,1.261541305473243
Kohima,Nagaland,57.0,-4.649751170395684,-2.8728050527156497,-73.685524,33.057446,-3.8619080694478685,-2.4165764120352664
Gurugram,Haryana,158.0,24.944517732841852,-7.261441406252772,82.202896,-27.582521,21.15003853291724,-6.185072451570945
Kolkata,West Bengal,107.0,-0.6772972240429518,5.417360745283562,-8.872074,41.084892,-0.5603110218108147,4.708167935566319
Aizawl,Mizoram,42.0,-8.150511113184345,-2.754282621275274,-67.06378,-0.9570226,-6.997824720127908,-2.2810114028227213
Shimla,Himachal Pradesh,71.0,-1.9317428692281435,-1.211654140916953,-68.92499,38.02712,-1.6329857203666012,-0.9880144930179361
Kohima,Nagaland,86.0,-3.901711531212151,3.074958253818116,-31.708376,72.39599,-3.321554537362125,2.571592884239082
Raipur,Chhattisgarh,65.0,2.3715151773067538,-8.0740385234178,50.713688,-77.63881,2.053331539680807,-6.830211193549848
Guwahati,Assam,51.0,-6.191899683500422,-3.118814470024369,-57.98409,-12.074742,-5.214511882688372,-2.6516575312896453
Raipur,Chhattisgarh,122.0,4.4236131793724365,2.184226332574096,56.834743,-59.9963,3.7300801013005787,1.7786530329367896
Bengaluru,Karnataka,44.0,-7.754539337176318,-1.9836891380939212,-53.772583,-66.2402,-6.5503897731929,-1.6649412932576337
Bhopal,Madhya Pradesh,47.0,-8.405742744231011,-2.4331533539880086,-79.5359,-41.530018,-7.193170464239557,-2.0951090345546386
Hyderabad,Telangana,39.0,-8.366742717680323,-1.4988807826499895,-38.346436,-27.985186,-7.135069250625846,-1.3481978868516118
Itanagar,Arunachal Pradesh,41.0,-8.369401743653588,-0.6393114201151006,-65.6046,-14.455942,-7.154875601935807,-0.6001062249381531
Patna,Bihar,86.0,-3.826474158893164,3.0251447903948803,-23.166103,11.354846,-3.2731269856535863,2.53443819691917
Jaipur,Rajasthan,73.0,-4.99489840822021,1.5052563460091162,-13.845219,-1.5136656,-4.327013893030515,1.3805974056362227
Panaji,Goa,94.0,-3.067220948558082,3.5075387693425903,-0.6202879,-41.798447,-2.5445107697229083,2.942456982865202
Shillong,Meghalaya,52.0,-7.1778183763050265,2.340007107961408,-51.007828,26.975008,-6.0875245500265915,2.0098792962582617
Panaji,Goa,144.0,-1.5755431844926902,5.004771415865746,15.761222,30.797186,-1.2796574140801127,4.21312545215288
Ahmedabad,Gujarat,71.0,-3.541650222694104,1.0491097240585245,0.66316915,10.21275,-2.955797350090867,0.8643480002393991
Itanagar,Arunachal Pradesh,55.0,-5.192474608430649,1.1963585544905877,-18.703413,55.696667,-4.480396537374482,1.0531115992827242
Aizawl,Mizoram,150.0,0.695592535079077,3.722762085773665,64.47038,41.322567,0.6557915760233369,3.2937432215841493
Thiruvananthapuram,Kerala,46.0,-8.088041593684599,-0.36273744596249413,-42.63411,-78.82534,-6.93482161788642,-0.27338084481408054
Raipur,Chhattisgarh,151.0,29.95675660470134,-14.442190012723929,85.12174,-29.154785,25.442753051806463,-12.236693575289138
Kolkata,West Bengal,151.0,1.790784491906796,1.3205671959412273,3.8788574,-42.24157,1.448642340559214,1.059343627765115
Chennai,Tamil Nadu,54.0,-5.641414465902935,-1.8132823265574374,-22.072155,-31.644753,-4.833996037175819,-1.5373417752904175
Gurugram,Haryana,529.0,34.311159238223844,33.91392874937969,76.83634,70.03341,29.13243128916335,28.859792154168407
Visakhapatnam,Andhra Pradesh,97.0,11.066632491965812,-10.534600841021764,61.464386,-50.562584,9.457982349083835,-8.92443183780623
Agartala,Tripura,152.0,2.3622287187008912,0.8289966675191142,22.48389,-40.33483,2.088833792878801,0.7254384988640141
Ranchi,Jharkhand,151.0,-2.8460226336024474,6.30937297379099,24.945202,55.93767,-2.4799640740790885,5.431135853399258
Kohima,Nagaland,50.0,-7.6690138981648595,-1.3109571798622581,-72.32854,6.0465045,-6.54891962522043,-1.068792677898641
Chennai,Tamil Nadu,80.0,-3.969527633868801,5.794086251104403,2.1485655,34.11025,-3.2954117779607253,4.947807713975262
Hyderabad,Telangana,141.0,4.316074180559063,2.372036094439861,14.565629,43.927937,3.5938551128169713,1.9703200719483922
Dehradun,Uttarakhand,72.0,0.35494112667604916,-3.6717365431435485,43.408676,30.0127,0.3678371810188985,-3.129432195954157
Lucknow,Uttar Pradesh,145.0,5.847338556406012,-1.480861133289571,45.289677,-20.324623,4.974216449692218,-1.220790742487955
Shimla,Himachal Pradesh,81.0,0.7772819102964383,-0.8642318635399354,-54.397057,79.54194,0.6955057668559887,-0.7206570933896721
Raipur,Chhattisgarh,153.0,6.044262972198563,-2.447818535238729,41.582355,-62.385406,5.127190107807755,-2.0962791772395377
Jaipur,Rajasthan,67.0,-5.185019386201032,1.3508207666290009,-17.671135,27.49604,-4.36437153700631,1.1758761281880403
Thiruvananthapuram,Kerala,75.0,-3.705016815029681,1.3705876097500374,3.1205413,21.047462,-3.1621292928061187,1.2191050839371889
Ahmedabad,Gujarat,104.0,0.5398041287159636,-1.2859673425847502,27.906118,-38.6893,0.45238180365207986,-1.1356553499137574
Hyderabad,Telangana,65.0,-3.53156051371165,0.04797946091894166,30.101627,47.658108,-3.0397749716000697,-0.00815450003438789
Imphal,Manipur,61.0,-1.644499017147789,-6.664404454228291,-0.71887505,-31.488682,-1.4114446654058048,-5.603057572177238
Delhi,Delhi,318.0,18.398337643799646,16.6842225720667,72.96546,66.22225,15.598332238178173,14.1910129743076
Bhubaneswar,Odisha,35.0,-7.04835655291597,-2.0691040736302813,-14.329591,-36.24793,-6.023937537259944,-1.7717539146493109
Lucknow,Uttar Pradesh,108.0,0.18138978234180853,3.5186506516292586,9.190506,52.604675,0.07867925439127463,2.979826142427043
Agartala,Tripura,176.0,-0.39005914253672735,6.511080562052649,44.601482,58.843666,-0.3412355401464664,5.561432874946536
Shillong,Meghalaya,52.0,-7.150196908010116,-2.5932326942515873,-58.089447,11.4658985,-6.06650332614583,-2.2641673963614513
Thiruvananthapuram,Kerala,54.0,-8.503514771922381,0.2454988206049653,-57.765053,-70.32495,-7.173777643931847,0.21918914952532026
Aizawl,Mizoram,61.0,-5.569440320551214,-4.416429785918931,-90.08267,28.972073,-4.724104596609657,-3.754424435700348
Imphal,Manipur,59.0,-6.316791616485716,1.211864509385898,-36.946114,10.717071,-5.3951607463739695,1.0409749499654495
Ahmedabad,Gujarat,42.0,-7.530622808785946,-3.960493483295313,-81.861206,-45.094585,-6.377249965671624,-3.4537642453682937
Agartala,Tripura,95.0,-4.36460964678346,3.7021583607406225,-16.912413,45.845547,-3.736856241633246,3.1340872581093495
Visakhapatnam,Andhra Pradesh,144.0,14.71611971470786,-10.186091735458229,74.75313,-45.087013,12.521510287786395,-8.598512424843138
Kolkata,West Bengal,94.0,0.1275980386993358,-1.3977272839805224,-0.6039298,-45.440636,0.06987129216459631,-1.212966283724336
Shillong,Meghalaya,48.0,-7.6635187250472185,-0.6054808955893627,-59.524345,10.570303,-6.5396176218224635,-0.5547351407561854
Bhubaneswar,Odisha,77.0,-4.490923456981317,2.4594326231560024,-29.162088,-23.502386,-3.8346442631897326,2.1290578406820004
Guwahati,Assam,53.0,-6.221008956991993,-1.6637294615893115,-58.628857,-16.562225,-5.340549388211411,-1.3927793225932696
Gangtok,Sikkim,78.0,-5.0169878739688745,2.795397504790839,-10.584037,74.903656,-4.34953480437446,2.348020979250103
Agartala,Tripura,155.0,8.817161040177426,-4.704918942561487,64.625305,11.905192,7.478112419139912,-3.9154381175315605
Guwahati,Assam,130.0,0.3518255691177876,1.7853560034099978,58.14913,44.538826,0.28531161851248504,1.407490429225952
Imphal,Manipur,52.0,-5.9959590174017885,-3.922001038633359,-87.19487,-9.862902,-5.196509610134583,-3.331999403521021
Chandigarh,Punjab,77.0,2.0829041342118595,-6.60158026134338,7.74509,-30.704176,1.8011570568695758,-5.59257042926051
Hyderabad,Telangana,145.0,4.496950896890003,2.1856189835297126,30.88897,-54.134644,3.830786767646552,1.915889115875539
Delhi,Delhi,111.0,2.36823278264851,-0.2969430178629309,2.9280221,0.14270893,1.9860183042143766,-0.20765603738215
Ahmedabad,Gujarat,155.0,7.383349949198513,2.8132221664582393,65.27313,-1.6037674,6.1942467125674145,2.3459914498426
Mumbai,Maharashtra,148.0,1.9254241980607876,5.500723596723577,18.664404,33.295372,1.5462584986050785,4.66187279218155
Mumbai,Maharashtra,194.0,5.366161139438914,8.340231631912538,51.751453,-1.6490508,4.55892390765976,7.094901961736983
Patna,Bihar,162.0,9.403654288699673,-2.419762277838345,47.540295,-36.865444,7.996200313039079,-2.1031756027031796
Aizawl,Mizoram,63.0,-5.150767412370653,0.2918907453999084,-33.277744,84.17982,-4.387664342735716,0.1732348001596347
Thiruvananthapuram,Kerala,83.0,-4.454936341357449,4.393052464722793,3.963639,25.32384,-3.718534441397219,3.7189132913694736
Bhopal,Madhya Pradesh,52.0,-6.887020299177006,-1.2216710593923452,-43.03847,-27.731373,-5.87841156025264,-0.9589733840612893
Aizawl,Mizoram,98.0,-3.522791390552033,3.919492339472694,-8.799591,61.088474,-3.0564850086466895,3.275289132850191
Bengaluru,Karnataka,38.0,-7.373792458297954,-0.27947625520729874,-42.973392,-64.81028,-6.3225346057966885,-0.24094838601117802
Visakhapatnam,Andhra Pradesh,168.0,18.60242181843407,-2.7103985915611264,71.21251,-57.86853,15.83364012715084,-2.2668550294210656
Panaji,Goa,86.0,-2.2872935603248417,-0.6307871501871851,11.407941,-55.277786,-1.815599760401367,-0.6486407003691456
Mumbai,Maharashtra,59.0,10.362276030268635,-11.427075054546597,76.84742,-47.608448,8.83837140518456,-9.740870324993217
Lucknow,Uttar Pradesh,161.0,10.463941486312267,0.10664951806844672,83.55305,8.877029,8.865029505920988,0.05966348394548583
Chennai,Tamil Nadu,35.0,-8.213957700809386,-0.727383184984438,-34.98682,-83.20766,-7.027302529228376,-0.5340494655065997
Shillong,Meghalaya,103.0,-2.5978203912488684,1.8979393492121674,-15.112658,80.041985,-2.166032466210843,1.614408245758211
Hyderabad,Telangana,140.0,3.0810581773128503,0.6530945999138514,25.745214,-47.773506,2.6864502383402726,0.47950396166182996
Bhubaneswar,Odisha,46.0,-5.695962347091989,-0.5831463296524684,-24.655476,-38.877506,-4.908103251594737,-0.6045727668143325
Ranchi,Jharkhand,62.0,-5.412671312676337,-1.6378262750564605,-49.51845,-33.537476,-4.63574134278105,-1.3840674074627537
Ranchi,Jharkhand,126.0,0.17660555689166238,5.259987781035911,28.381937,-9.316408,0.15525765225452973,4.478456709433519
Thiruvananthapuram,Kerala,52.0,-8.092493180419725,-3.5803743114298094,-23.61791,-85.29966,-6.949172044910069,-3.003160427584637
Imphal,Manipur,63.0,-2.4908072696626653,-2.73322164362727,-36.04475,83.71627,-2.1052048033013153,-2.28658568300988
Itanagar,Arunachal Pradesh,52.0,-7.618548563370751,0.22522295616608884,-59.504635,21.768866,-6.570404387744641,0.207014055681065
Visakhapatnam,Andhra Pradesh,58.0,3.353408633083939,-9.215196241885106,51.811207,-76.323746,2.7910090761254716,-7.852782968229908
Gurugram,Haryana,157.0,11.745487617796853,13.998015256806156,68.2995,66.42403,10.010382720059145,11.902867648598027
Gurugram,Haryana,162.0,18.516884293963006,-8.2064773375143,74.083626,-33.507008,15.696774650879588,-6.975192079077934
Gangtok,Sikkim,64.0,-5.229026303565359,0.9443763608747658,-32.515884,45.328243,-4.521249123792737,0.8602332765384658
Kohima,Nagaland,25.0,-9.049908635698575,-4.598011174605881,-80.22531,-38.797417,-7.7026865413186005,-3.852382001202233
Lucknow,Uttar Pradesh,111.0,1.2974158519381682,8.68410005554508,57.21395,59.78773,1.076476889792641,7.355306247792989
Jaipur,Rajasthan,149.0,2.6624164568968247,0.7670837085467507,64.72523,36.558277,2.2248446490304086,0.6958298488493918
Raipur,Chhattisgarh,153.0,5.164352599620976,6.091285434982113,51.65754,54.678715,4.354228151811406,5.209822391355554
Dehradun,Uttarakhand,84.0,-1.2890155021147878,0.5840060581929957,13.243246,-31.801706,-1.114785796681034,0.3976069844694653
Kolkata,West Bengal,67.0,-2.82012372074179,-2.574977179647474,-21.917662,-22.800072,-2.4256208660198446,-2.247686013418495
Agartala,Tripura,166.0,4.138592371161732,4.4652814000317775,33.15073,-13.719403,3.5194986516715887,3.7359688032432863
Visakhapatnam,Andhra Pradesh,65.0,-0.24188483828828986,-5.264849521634454,43.610085,-78.972,-0.15930335750931554,-4.479675886406937
Visakhapatnam,Andhra Pradesh,167.0,18.253162771301152,-0.609539775135583,69.62011,-65.02123,15.506308555868042,-0.48531420197586644
Thiruvananthapuram,Kerala,65.0,-6.819093907173858,2.429533474741236,-3.4696658,24.735102,-5.748034474393986,2.064098515941568
Chandigarh,Punjab,79.0,-0.8634004811596732,-0.3731226665418441,10.223747,-18.741716,-0.7724504239631867,-0.405852747366174
Chandigarh,Punjab,103.0,0.6587832959289165,2.754910834117783,41.091858,62.084984,0.5256633136878199,2.3108135966677175
Hyderabad,Telangana,67.0,-1.3513911893541868,4.818597525001744,21.645338,67.35006,-1.143329638301444,4.0785505521945815
Shillong,Meghalaya,77.0,-3.9608417566365612,1.9710677457844916,-45.659283,33.13708,-3.3323188445385057,1.6447584203532835
Bhopal,Madhya Pradesh,49.0,-7.047551130953036,-2.123496046140767,-52.57352,-22.546005,-5.993270519652728,-1.7457722670598075
Delhi,Delhi,153.0,15.180106210222187,-4.954655855241357,74.2321,-39.649086,12.920181539386606,-4.214459354039581
Thiruvananthapuram,Kerala,51.0,-6.40679490892115,-0.8037771632604518,-5.585501,-79.68868,-5.475872894679736,-0.7148721586071328
Ranchi,Jharkhand,119.0,0.34434685600903275,3.440080045462254,30.457672,55.189228,0.2501641649600804,2.8970176953537705
Chennai,Tamil Nadu,65.0,-4.694786935815351,-0.9064090257618939,-22.214964,-33.609398,-3.9527856035058324,-0.7815420854622233
Bengaluru,Karnataka,102.0,-1.7127146532831834,1.0555147351526943,2.2357285,-63.099483,-1.5232961087597674,0.9855959895327793
Hyderabad,Telangana,44.0,-6.400578570131946,-3.9513747662874352,-14.123592,-38.487198,-5.4244935250548965,-3.429015721369978
Bhubaneswar,Odisha,55.0,-6.535132631895445,-3.507974195733764,-41.6994,-44.14301,-5.57695518347317,-2.9762337472322784
Delhi,Delhi,126.0,10.93561850533192,-8.463576372344473,70.43464,-39.125385,9.380505334197002,-7.2494455394057455
Shimla,Himachal Pradesh,52.0,-4.900299534737993,1.649863104699134,-47.28597,35.86174,-4.116452568559497,1.4723579603428811
Agartala,Tripura,164.0,10.415367299533225,4.429997138490038,61.023766,8.867652,8.821629489349512,3.7516218867735205
Hyderabad,Telangana,121.0,-0.8238450991906945,7.339072137978686,13.849978,74.50406,-0.7520837966807788,6.228038260227868
Dehradun,Uttarakhand,73.0,-2.8206516161429827,2.645244047107613,-17.729374,18.270288,-2.399383372438682,2.2814399399455896
Aizawl,Mizoram,74.0,-3.8072397273171723,1.5800827589294042,-36.347702,66.36288,-3.181644594668574,1.3056655418589111
