,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,PC172,PC173,PC174,PC175,PC176,PC177,PC178,PC179,PC180,PC181,PC182,PC183,PC184,PC185,PC186,PC187,PC188,PC189,PC190,PC191,PC192,PC193,PC194,PC195,PC196,PC197,PC198,PC199,PC200,PC201,PC202,PC203,PC204,PC205,PC206,PC207,PC208,PC209,PC210,PC211,PC212,PC213,PC214,PC215,PC216,PC217,PC218,PC219,PC220,PC221,PC222,PC223,PC224,PC225,PC226,PC227,PC228,PC229,PC230,PC231,PC232
Year,-0.011419340705500053,0.04471066096963689,-0.003684815114259935,-0.03429655509040072,-0.004966265784008252,-0.0763638265781444,-0.014661930138182306,0.07477466126704854,-0.013088334744340999,-0.01955613439906809,-0.027745630164177047,-0.0065018279542211664,-0.07472937829166208,0.00047778792790496464,0.0003785835322542653,0.05461617055874986,-0.10579884911098988,0.005002046742259573,-0.09004862353189085,0.12152604547172872,-0.24574151761609653,-0.07395672615049828,0.2732477216815096,0.059562529761063125,0.05333438424965904,-0.05596981071335827,-0.06203843677866551,0.13354501736302216,-0.06934880590868958,-0.03159485092628723,-0.15057192104206474,-0.09729581159503062,0.17512834366926142,-0.22106574413538602,-0.34476821772506105,0.11515843597128352,-0.25302940205967345,0.1464562362481252,-0.04925789860515749,-0.0997372771413839,-0.053904611701258674,0.1778899601566801,0.11547183016145231,0.05998438653159644,0.08699351512162999,0.008900683091709516,-0.0231422460433446,-0.1427303155487257,-0.079286514651463,0.17092184880070257,0.053842641561299705,-0.0021013429723767195,-0.14389591029631377,0.0014457865333623234,0.1222500859671954,-0.016872733538281025,-0.009977362142105524,0.1404343780651614,-0.15863510076413018,-0.006644217929291162,-0.3246711790371856,0.0028738869954991575,0.15928328878577988,0.09079561221404928,0.11325278512701123,-0.01064488262669857,0.10270684851282687,-0.025567217145800337,0.05135240087792382,-0.10163791911651945,-0.09780837943266353,-0.03751698304169784,0.00025008628186417344,-0.07966303021885034,0.026843425185704935,-0.03873852141473201,0.026459579795734874,-0.005891336715833198,0.04127838341183999,0.007422293202423209,0.052833747910746985,0.04332555123221372,0.021966514850094883,0.05255734991084711,-0.01971480584760109,0.013357335907652175,0.04174523200935244,-0.020405211060106385,-0.027283779567199032,-0.017950648650479156,0.004922489189046687,-0.0027004230056648934,0.011152836800845058,0.029886528692568456,0.00017822541283241136,0.005030375122110242,0.0008397398607542416,0.013716800691258002,-0.001459934213394194,0.028415143858246526,-0.015807234443831933,-0.01225086270225322,0.003463348142505201,-0.009844955216454183,-0.024860951746741296,0.0013704171672322004,0.03027094718358049,-0.011340964390532742,0.008487874642162559,-0.006483986360564193,0.0022520390598589255,0.02158533496925107,0.00995999940684571,0.04722681548138761,0.0145921176519984,0.007821924894476936,0.02312490216007958,0.0067569588359377136,0.02580155230169064,-0.007052724957016779,0.021156003035771368,-0.004500813921390874,0.018526158000612292,0.016458615854459013,-0.00569150775124146,-0.0004900118123231115,-0.024071834350334498,-0.02602068593313653,-0.02287017682329592,-0.004696811758616683,-0.0070285792233394815,-0.00015504522367339052,-0.007677840214944871,0.01175947889573068,-0.0049711845840186486,-0.0071567747459880485,0.011046794955891965,0.0033566770697335845,-0.00338008442638875,0.00938768648772653,0.0017590786387231797,-0.0022649107126095362,0.006316887594787128,0.005950688672298714,0.0011935633722424794,-0.005500127998911075,0.0032602148614244678,-0.003280155612972751,-0.0027536141080815708,-0.0004507763455073476,0.00081776066927726,0.0021087663864506586,0.002493722585871201,-4.3746497027937685e-05,-0.0011731858926174402,-0.008150284620695041,0.002602085242776399,-0.000973414426598644,0.0012677309490872475,-0.002472530304014168,0.0010855330001117252,0.003666900849041133,-0.0006726916826912843,0.001738650056864562,0.0009149380611532862,0.0036422969312231946,-0.00018031776825071268,0.0033861682189745596,0.0029432002101144423,8.998429249939969e-05,0.00012749411574002894,0.00020254652730175595,0.0006135717882532022,0.0004232168069521022,0.0018909436893981275,-0.0005041159340226136,0.0008677068867211563,-0.0005098270479650215,0.0009322448796604722,-4.483993576082708e-05,-0.0006358560550787766,3.8438448919195315e-05,8.71670985402739e-05,-0.00010066402004311799,-0.00010499284648591428,0.0009873860086321814,-0.00033083604761515606,-0.00013241167276330058,-0.00019384304275171972,0.00018963249745691617,-0.00044947455498987453,-0.0005025137814891286,0.0002830121771481173,-1.800944423570797e-05,0.00020985582351294894,-2.4562304313134326e-05,-0.00015172650481081357,-3.06072788249079e-05,7.826398405104132e-05,9.483956104196907e-05,-0.0001426867759120215,-4.223192489311106e-05,4.081947022284028e-06,-1.5034489962317806e-05,-3.8611073730654164e-05,-9.870595617597149e-05,-0.0009954950597552065,6.629395699431308e-06,9.555800949545692e-06,-1.4117992285759853e-06,-5.427314957082761e-06,-3.409194659410845e-07,4.4763611074327917e-07,4.683305888283764e-08,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
Month,-0.006377497021733958,-0.05366101234770182,-0.03527473886410093,0.04115128213279204,0.007287984874746634,0.23094714450645898,0.21704421355268655,-0.14129139862942322,0.04436203047510025,-0.010336434745515963,0.10273874693781794,-0.027467838791278412,0.024026265558534113,0.038912688905734634,0.000401971293911146,0.0030511442736807365,0.0589722711241899,0.018138352714755338,-0.005516391510861696,0.03863389194073831,-0.008349124390342036,0.002162307283006308,0.00290486132935594,-0.005887007675596549,-0.07064482670874792,0.055146350833790006,-0.004922293277306419,-0.024696796661362458,0.024322211917052045,0.05045833783377416,0.0476749620574397,-0.05032979590500055,-0.07236387467782361,-0.02954590610331523,0.0010495646661590353,-0.05773978989803286,-0.018574648741060587,0.09195743792225644,-0.009228232352182326,-0.017250918261561846,-0.005745363240373183,0.03804552001782768,-0.010832217768337517,-0.03495303336772239,0.008360875582216622,0.04066400656643558,0.01462797972013872,0.007048159474305739,-0.010474101838547873,0.03733171227830814,0.022567433747299893,-0.0054072724536598045,-0.0195990508828243,-0.02235534245371282,0.008741851064871395,0.012768206609723883,0.0347803002345005,0.002292039726683917,-0.021202895707542788,0.010750654036688494,-0.05627343931584364,0.009193794777196212,0.02715334051013825,-0.010577483907382432,-0.005328140162676916,-0.014792724518218576,0.0180320841540327,-0.0005287917569850014,-0.09726823988513708,0.012697694250091478,-0.05227514224833617,-0.015323216063410389,0.002085715591212969,0.03581971373396567,0.022407023083398557,0.03896068591302459,0.010133270516624217,-0.007120377381649022,-0.010768529151903041,0.004190128975295819,0.01504084349950062,0.012052720205535064,-0.01008079704349981,5.880781400175242e-05,-0.009788295663747367,-0.002463437115298073,0.015840086915991904,0.0016042214354676562,-0.010178825809331882,0.010058661128802174,-0.0020953658592859446,-0.006210351592735735,-0.0011417549271172537,-0.0015115446304389043,-4.055300695046225e-05,0.009428328432201058,-0.005251219816686859,-0.0031399520016260557,0.0031662094164320535,0.002198716654761179,-0.0008018094612910441,-0.002969677373706503,0.0010773209367170421,0.0004953584201479126,0.00016576805032384075,0.004931709504912972,-0.00981406251508068,-0.008737647270596487,-0.008779995922369423,0.004025150630781975,-0.005999084765883508,-0.004438735497432386,-0.0035936953078421385,-0.034113404019712565,0.1637995697259817,0.03709628658800535,0.04969294917717141,-0.04618098213544112,0.017232624385183144,-0.014812513505363924,0.0038772305815351887,0.0012221730780482144,0.014268974761359406,-0.0047616298982097365,-0.02095655692313509,0.0018475837546489625,0.0730801658300073,0.002040669779059291,-0.0642486888876759,0.11804529533990864,-0.4488606298173869,0.12330904314912496,-0.031055569760580895,0.10345073268488784,0.03779448598046898,-0.008145986414755278,0.027892353209013388,0.010295954644062159,0.007438089686470662,0.005089160352227683,0.003008357593937393,0.0012765980490674765,-1.8308904599682353e-05,0.0031781805237272066,-0.00712829367961556,-0.0024772415922923365,0.0031118345449781845,0.00015445077627912408,-0.0019236007887648244,0.0003792735137538857,0.00152088289124688,0.0016270606535313482,0.0004564377973178379,-0.005242377995023607,0.0006838455619512331,0.0019436016242256895,0.00139302772824953,-0.0010896036711486243,0.00302596643826112,-0.003464780120345623,-0.0012863532852729468,-0.00014042123597859469,-7.2886002782048985e-06,-0.001933557123509875,-0.0015352883984711258,-0.0014832279663877586,0.0001774308723183836,-0.000667165438364788,-0.0032795834901678256,-0.00037803459309821563,-0.00041077458942146024,-0.00016111042815739255,-0.0006253484876564617,-0.001047836702190899,1.0245841425131482e-05,0.000834345917219551,-0.0018301991254814462,-0.0005078997594106721,0.00011968852738677472,-0.0007616275517473536,0.0008518209293775219,0.0007246789168259982,0.00045461939975093143,-0.0005106009535438085,-4.7911606022193104e-05,0.0017531621223978605,-0.00034951969899990707,-0.00037718710066085185,0.00033412201966632874,2.2450341372787897e-05,-0.0011120772390173805,-0.0008211804805721962,0.0005169746644307786,-0.001696164525828551,0.0010891063026660618,-0.0008575167275403666,-0.00025227027467921825,0.002181173584288417,-0.00045068752204374327,0.0014794800287105754,-0.0019621467856603667,0.0063983452115920665,0.0004421585335399257,-8.246660971893057e-05,-0.004900915479000458,-0.027776877226774233,-0.7027287605367961,-0.030369252409345914,-0.011438983172041164,-0.00019437465649275925,0.00012932540753852434,0.00033804503558388516,0.0001943650282939942,3.377704696544244e-06,-1.764025354505464e-12,5.659542687658278e-13,2.023088223125916e-12,-1.0564920047677202e-12,-2.3630825217724264e-12,-1.2033091559984668e-12,2.611326493753799e-13,3.9958598659730525e-13,2.913400104999774e-13,-3.4383549669049745e-12,-3.2909238514264444e-13,-2.7173848725547816e-13,-2.204123337793132e-12,1.8908460853683607e-12,7.873948955479352e-15,1.0552817908757932e-10,2.0772370904590703e-12,3.0397560854061313e-12
Day,0.00037600657747449695,-0.003141031976365366,-8.145125563100916e-05,0.0033905215040529457,-0.0020096624395857902,0.014802116565957035,0.03153437302094611,-0.004798358676851272,0.004399346784207524,-0.02569536329247752,-0.017739311643713132,0.5200784517391193,0.005598495581634319,-0.015609346888251684,0.010833114059153362,0.013084337279729782,-0.01865815102395292,-0.004282784044389438,0.006990400477982009,0.0025025318432811416,-0.0043623523605289816,-0.01078315022585782,0.0061895489799512066,0.02085813727123781,-0.011857721403759609,-0.20222068405064736,0.09440789479512929,0.00813315205857177,-0.02912196267587893,0.012499667032063344,-0.0033662374945949494,0.0005445109104546056,-0.007353001232784477,0.04379511092384382,0.002096251546908752,-0.040725019244533665,-0.0017629230418658472,-0.004760226352113565,-0.00014917658619275232,0.00018327975621277963,-0.0017703872222910519,0.002368347653342647,-0.001528669194537216,0.00046545385873633487,0.0022983478850359153,0.0025723694909188612,0.0013962447860516583,0.0019379236841902056,-0.000652789323647554,0.0010068763427857896,0.00164504398190966,0.0037533626831215594,-0.0021404850480009827,-0.000213253619037013,0.004019955518413533,-0.0010352188444446029,0.012734377059666412,-0.031398839286255795,-0.03701576917466719,0.0007110590984835655,-0.0015735825757310085,-0.0024839283523452648,0.005026787516382386,0.0061276412444071365,0.005312974335118369,0.0011560186344211818,-0.0006679196329424028,-0.0004919671881684056,0.018761422536345107,-0.0037959590998451476,0.009564658657939623,0.00376957489714096,0.001257493306159636,-0.0017523828323739027,5.664766304595142e-07,-0.002253513548489919,0.0002606546192400177,0.0010937823918299385,0.00130516215926638,-0.00036831143624530254,-7.376450964088899e-05,0.0030737741609046174,0.00280342817862236,0.0013986045139155953,-0.0005348879843049877,-0.0016254248161116551,-0.0007916729630881164,-0.0009707142612318496,-0.0014479730569580407,0.0005147653564461698,0.0001102481441824666,-0.0005721625878253788,8.060794691764402e-05,0.0006072685763347761,0.0013151461334751215,-0.0007518444733331307,0.0017864858002140868,-0.00020995405478056034,0.000956027483463554,-0.0012886177152444424,-0.00017833387470291874,0.001129754388731201,-0.0006056144483977798,0.0024295868349224394,0.004514100708690278,-0.002934387237529498,0.002525497028876132,0.009720049528152528,0.010327310778157461,0.0008969998229579794,0.001689330545880944,-0.0006769464812165556,0.0033126757603819295,3.586595961455746e-05,-0.02557575467205475,0.0024315710753387712,-0.0018707371443221366,0.008969715754078785,-0.01371760955103185,0.011876419044442919,-0.01645363669149527,-0.40574036575061073,0.015716697258636704,-0.015786168830199412,0.0035658526663973743,0.0025381112939528295,0.006731318189244611,-0.004524406521734348,-0.003504734102174653,-0.0005487310925932814,-0.0020307008249340463,0.0013605165951396149,0.002592719526228535,-0.00022836459962059796,0.0010762098622483294,-4.807602814921059e-05,0.001510941670335132,-0.00427133302836692,0.0015213605926157794,-0.0016395551586313303,-0.0005718233441602774,0.001764157929969387,-0.0022604816556322303,0.00017806830258921148,0.0002516017028899336,0.00011773660519077142,-0.00018613250841157834,0.0008369037306584859,0.0003964044475403955,0.00013999515574081902,-0.00019919054153163412,0.00023254283245524913,-0.0004294471451852641,0.0010061330119382835,0.000520666530421099,-0.0009923334097842237,-0.0006695514955379317,6.674536961879564e-05,-0.0005239842822045444,0.0010959627819085904,0.0010279497753999797,0.0009323938443434707,-0.0002471598883319854,-0.00016255076767635805,-0.00014067961102922993,-0.0006295406118694889,0.0002404454885170018,-0.0007537753342530564,2.9158495310017442e-05,-0.0002390597137142566,-5.2611238347914114e-05,-0.00018901015667369323,-4.103857026444539e-05,-9.079258377187778e-05,-0.00024723233082142603,-5.391531683727736e-05,-0.00023686277734870663,-0.0002600914219423623,-4.899027964662102e-05,4.3387491042286405e-05,0.0002058938667528629,2.7167884437444667e-05,0.00035485149934947474,-5.0964187660207356e-05,-3.6125502390955074e-05,9.831334880285221e-05,1.58040744061103e-05,-8.647582185883251e-05,2.2891938308491216e-06,2.491465462979052e-05,-0.00020308773013926992,-0.00013696848022077217,0.0001318829204398344,-5.5452506205150466e-05,1.5141986687315276e-05,7.639528871631357e-07,4.1274655944466886e-05,7.3979155991877e-05,3.032246363283074e-05,7.299482205089617e-05,-0.00010067268064950577,0.00026090528813872514,3.468732814289811e-05,7.55279509761475e-06,-0.00020272205091200236,-0.0012026685544041379,-0.02977669616514975,-0.0012833838634133301,-0.00047317977673038303,-8.597152686507644e-06,6.083189456310547e-06,1.3804107876881494e-05,8.133575225713021e-06,-1.385905990889186e-06,0.03250392882496913,-0.16107868473492998,0.08191083121767527,-0.01678051219296504,0.06063665694543961,0.07181584104883211,-0.0006777320011141126,-0.01551799704285798,-0.003418636150639121,0.19647525550629646,-0.04829184186590889,-0.013456081105063331,0.026691617706335234,-0.044058394397672306,0.02480143676497224,-0.41900043919971613,-0.009791406060308174,-0.48670039921411173
Hour,-0.0019202007176559177,0.04209948044971834,0.06956312441197245,-0.020490170187110884,-0.08277643636189443,0.13721302076452996,-0.030434271267801467,0.04603408296126957,-0.04981133702268279,0.06468968919495821,0.030396307089396293,0.0016269328878174318,0.0013958785880815727,-0.10772602661228228,0.002886333523507579,-0.16627001393579507,-0.08327010629616159,0.03618919143018474,0.00046723491818544127,-0.2356119822726611,-0.23688785955840755,0.010051312272045546,-0.12371682798445591,-0.051401017617355584,-0.03003170135755615,0.019252682665542444,0.048585558799596945,0.12476750483593682,-0.04025321914449374,-0.05123804427604705,0.06541170549652188,0.05683610159211017,0.02914231189233567,0.029172337486742903,-0.006869444574730141,0.06406952448017268,0.004482526867340499,0.06535785498149217,0.09423611103179777,0.010229283689817844,0.10673822825466804,0.10074092508177047,-0.19263582037065366,0.029360585542133277,0.03229650325711193,0.06559302104015377,0.08029804825762268,-0.1769898721003414,0.24754097101058534,0.0020051720711918297,0.01801030175014749,0.11329322482686358,-0.026647814134802647,-0.22663892452447806,0.3207095598932768,-0.13182965536133323,0.034066914968226863,-0.06617670354019035,0.06630039875196495,0.060712616186526756,0.07270125235167374,0.11496581734099624,-0.032248778108843024,-0.09182471489533574,0.08364700541123353,0.02770070498270354,-0.0006387585225166581,0.10539914133857523,-0.08752547161481532,-0.17494213480889237,0.02704320273606104,-0.023158602963633135,-0.00752717999534033,0.03221460969022585,0.0632201922975836,-0.19439072096694085,0.12874981893265644,0.05166088795147631,-0.10461759968848339,-0.03650434974849185,-0.06606253854523683,0.12295170716650553,-0.13646662419968336,0.029232074088070804,0.09078659785371494,0.08423977863603012,-0.1744892589085913,0.049492614687647735,0.09649182308779305,0.045308393230208854,0.17704472999809887,-0.05852767025327323,-0.13045921219941897,0.05258298079780224,0.026525704037810127,0.06357671310496477,0.05265960077957287,-0.054854448273533564,0.029973780551937015,0.15135142081392988,0.031303637681996614,0.027915807920850265,-0.08887991062222861,-0.024684609044976043,0.053905208090063314,0.003089752285221747,-0.008143460310206966,-0.00011518905902194003,-0.0005404818637453571,-0.00239060337103329,-0.02956583190421391,0.009779841728297933,0.0018399392720144792,0.01923300240787757,0.0031011990642220346,-0.008172603068475625,-0.00962575011818591,-0.005144703588241718,0.01898859788720155,0.000674467013294394,-0.014976802744199231,0.00024128851515019603,-0.004250071778913157,-0.007150953200283907,-0.002583372569572356,-0.006230551321468421,-0.007152163712816781,-0.007991722884345947,0.000996004374359434,0.006645149044357385,-0.001779922770860553,-0.0030798009927319714,-0.014185828561257321,0.0023438698138995503,-0.011049201865241045,0.0018003148231764679,-0.00046250231379876133,0.010763818708725724,-0.008309852856436593,-0.005825716550327906,-0.010971996375809463,-0.0008554794390102072,0.002023375393094032,-0.011678183960330359,-0.00863236131113045,-0.015847325117606295,-0.026222048583322187,0.004752018322586754,-0.01504989220646339,0.0015131972998508314,0.006593449225512803,0.0013772082345360251,0.011113228684927756,-0.002966786368640845,-0.00045038292261556406,0.0005492396766712225,-0.009779323385552556,0.0019502187301470028,-0.002914224692491349,-0.000663416713778303,-0.0005570656043374045,0.0005212922827036118,-0.00424569792437147,-0.0033286613672642747,-0.004460182028821848,0.000334329558658311,-0.0015006171957864536,-0.001544051021916217,0.0032439305264745483,-0.001787705723286131,0.0009919992843137942,-0.002244508966556634,0.0018234078510730245,0.0025199605293062407,-0.001690843985049987,-0.002072243983428376,-0.0012393203860360557,-0.000278315782930923,-0.000554326261963775,0.0015963388237136998,-0.0032920941792211485,-0.0006168270020599302,-6.0031330535697576e-05,-0.00030542188027055486,-0.0008717478915204503,-0.0003896872441248176,-0.0005493695041628296,-0.0004709837308148094,-0.001605241905060302,0.0009435784644257557,-0.0004508574324952235,-0.00038382708213773454,-0.0011128282342643264,-0.0018590578895844368,0.001275667887112552,-1.1831146385062172e-05,-0.00015290091469767232,0.000866371514559714,-0.0003444150090065806,-0.0001586975892184796,0.0007037229825786327,-0.0001672845793356468,5.848785993678585e-05,-0.0002858910968975152,-0.0002607983981628904,8.6386996906007e-06,-3.0783980178584504e-05,-0.00018081531502943553,-0.00028901376729541163,-2.120815548528853e-06,-6.37901872435772e-06,3.801227702493038e-06,-1.0415775232619032e-06,-2.1030125741743523e-10,-1.4691698378699325e-14,4.415304927229968e-15,1.2037896721106556e-14,8.86552116441397e-15,-8.079040908492985e-15,-9.888791174805789e-15,1.118538347068352e-14,-4.870995100325626e-15,8.013473782111924e-16,-1.3277139804257487e-14,-1.0910543302156128e-14,-6.010057902738897e-15,-1.5304381026370883e-14,1.465017343549313e-14,6.516326107181003e-15,-2.2724877535296173e-15,1.0301736677251205e-14,-8.722189637211386e-15
Day_of_Week,0.00040706134145842947,-0.00017075933530244503,-0.0009655110314601145,-0.0003917284862219317,0.0023738375134837175,0.00424684243125234,-0.005784876072479517,0.0010943351877416574,0.003941291111742833,0.0024306924439161104,0.0016313514504948372,-0.013581231879039743,-0.02232260388807107,0.014780056546730945,0.5776125421402151,-0.015213244310327584,0.039387260023354326,0.005354502834801668,0.005288227002435822,0.007487150800922493,-0.001237598654642541,-0.04295422468125917,-0.011437315962096295,-0.01100081578162699,-0.0019883542847080535,0.016340143071574095,-0.0014529956325942187,-0.09089138482666154,-0.2395208141351529,0.014660897841364814,0.018840166192467242,0.0017681766888310371,0.010626071484926919,-0.0006551182401155903,-0.0075186935562616825,0.001745905977833223,0.0024983077173253293,0.0009384154443287315,0.001716257182001013,-0.0014121385366863072,-0.0011592814005147525,0.005289765620653639,0.00043022666720343543,-0.004579380578399045,-0.002322053158918048,-0.002640524244089118,-0.0022025521958192644,0.0037592376184093224,0.0018075224501831674,0.0008107283311571609,0.004873741176354796,-0.004520659265739894,0.001044396488094658,-0.0012254552325670293,0.002712844807476203,0.0017043451056663883,-0.01720134099273966,0.012255880859979168,0.01884525973327461,0.0008418410171439654,0.003380420609043755,0.0007047929324840913,-0.0003417013155253973,-0.0017404997460269134,-0.002040123813230321,-0.006245319897062439,-0.008050006493418568,-0.00032552544302071745,-0.004665553647190505,-0.006606680418566921,0.0022645543118029743,-0.006563870800054064,0.3871059751009044,-0.009112675751128493,0.003405491268644697,-0.003720082976593063,0.002065237541540893,-0.0028073210613625225,0.0010342930492214936,-0.0004904902812399182,-0.0020353965894884876,0.000975940303721487,0.0015983390806803936,-0.0012339934464730487,-0.0003770660994661251,0.0042539792347123795,-0.002056163168254195,0.0022558772023950346,-0.003005643498927388,0.003079112327236424,-0.00117358813309721,-0.0027310670316952343,0.0006178147307616434,0.0037269179253071882,-0.001551573747866159,0.0024918929575475004,0.002782036910571224,-0.003163923893333833,0.006131655213664683,0.0013088266903099055,-0.01055349567262006,-0.0016345278743056732,-0.0022509623500333933,0.008326343231918505,0.009067189933054741,-0.016038304687840874,0.03820416373866538,0.44972458235819174,0.48644173873807384,0.03300601305371839,0.007036496094637712,-0.007829318859141413,0.008478970186734179,-0.007530694698791016,0.02511652546068284,0.002251511396670935,0.008521494636525732,0.00031499959761542226,0.0012404754238533877,-0.0007603960046076944,-2.8881211756717762e-05,0.021541495100332163,0.0014682197534297836,0.0036552752230906947,-0.0005692156106853457,0.0008393395995667404,0.0017418534779161388,-0.00040912920615349124,0.00041013135005631834,0.0004534950314990854,-0.004017501491882607,0.0005384474818280264,-0.001661465044726142,0.0007797727886036283,-0.00010461505074059723,-0.0009568898718377867,-0.0005994635068080727,0.0011353928516154793,-0.0009445412493831835,0.0010372642589532508,-0.0003429632801185173,-2.6130969505883637e-05,0.0009187635874715709,0.0007786676871635589,0.00013200857806146857,0.0007374225247236002,-0.00028315168043066465,0.0015362181520706779,0.000959569302161361,-0.00019317519538633457,-0.0006865411363958246,3.3093834945703386e-05,-0.0006104805338382202,0.00041140631705005387,-0.0009104320411889028,-0.0005387653912775278,-0.00040869165773270433,-0.00024044736908703976,-0.00028676167701308943,0.0002625071852617529,0.0002609613936300978,0.00044790941597635386,0.00012057345462910185,0.0003645653220534792,6.574003283260719e-05,-0.0007402801098003731,-0.00044398594811876474,0.00029306222610991483,-0.0006652391948511792,-0.00035533847341763037,-4.818550399624365e-05,1.6487866188530874e-05,0.00021971467108592498,9.153529243376471e-05,0.00021498704304763775,0.0003995406407643999,0.0003665734800152047,2.716311847559996e-05,-6.453331199656387e-05,-0.00013675220181860848,-0.0003221675026750335,0.00018530210399306983,-6.3390755964852e-05,0.0002484623539626934,4.5086551174452035e-05,-0.00012753836518342577,3.928166447639855e-05,0.00012881184882931163,-6.064046493594959e-06,5.572021833900268e-06,0.00012482189864766323,0.00015274701229276095,-0.0001366581659387037,-0.00011074912624080005,6.792490598245146e-05,-1.8453759372341898e-05,8.427976787980381e-05,7.40175906538484e-06,-4.2579342156183364e-05,3.1029567574189786e-05,-7.117903526106614e-06,1.8863250487220225e-05,1.6997535350928762e-05,2.8525646672114595e-07,-2.4397598886915527e-05,1.6319335500072023e-05,-1.3124122447213168e-05,-1.7394017695206032e-06,4.48292974359488e-06,2.103363603443132e-06,2.2217665368800785e-06,2.6793364128422473e-07,2.2687409889702775e-07,4.489567138716971e-10,-1.1198249901152313e-15,-6.130079083233042e-16,-8.497434526855141e-16,-1.5434973178046762e-16,-1.0175779489862702e-15,8.900215633933506e-16,5.826521533178414e-16,-1.2295699668932875e-15,-2.948767328946923e-16,9.80715075121763e-16,-2.0385711348158697e-16,2.9482845201669883e-15,8.466060426488842e-16,-1.9518349610170294e-16,3.501363153406156e-16,6.203804830962056e-16,-1.7132766017523282e-16,-4.466912950640278e-17
